book,chapter,verse,orderby,masoretic,retroverted,lxx
Jer,36,17,14335,האלה,,τουτους [43.17]
Jer,36,17,14336,מפיו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.17]
Jer,36,18,14337,ויאמר,,και ειπεν [43.18]
Jer,36,18,14338,להם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.18]
Jer,36,18,14339,ברוך,,βαρουχ [43.18]
Jer,36,18,14340,מפיו,,απο στοματος αυτου [43.18]
Jer,36,18,14341,יקרא,,ανηγγειλεν [43.18]
Jer,36,18,14342,אלי,,μοι [43.18]
Jer,36,18,14343,•^[Element 'added' in the Greek (plus in the LXX).] •^[Introducing reconstructed proper noun.] ירמיהו,,ιερεμιας [43.18]
Jer,36,18,14344,את כל,,παντας [43.18]
Jer,36,18,14345,הדברים,,τους λογους [43.18]
Jer,36,18,14346,האלה,,τουτους [43.18]
Jer,36,18,14347,ואני כתב,,και εγραφον [43.18]
Jer,36,18,14348,על,,εν [43.18]
Jer,36,18,14349,הספר,,βιβλιω [43.18]
Jer,36,18,14350,בדיו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.18]
Jer,36,19,14351,ויאמרו,,και ειπαν [43.19]
Jer,36,19,14352,השרים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.19]
Jer,36,19,14353,אל ברוך,,τω βαρουχ [43.19]
Jer,36,19,14354,לך,,βαδισον [43.19]
Jer,36,19,14355,הסתר,,κατακρυβηθι [43.19]
Jer,36,19,14356,אתה,,συ [43.19]
Jer,36,19,14357,וירמיהו,,και ιερεμιας [43.19]
Jer,36,19,14358,ואיש,,ανθρωπος [43.19]
Jer,36,19,14359,אל,,μη [43.19]
Jer,36,19,14360,ידע,,γνωτω [43.19]
Jer,36,19,14361,איפה,,που [43.19]
Jer,36,19,14362,אתם,,υμεις [43.19]
Jer,36,20,14363,ויבאו,,και εισηλθον [43.20]
Jer,36,20,14364,אל,,προς [43.20]
Jer,36,20,14365,המלך,,τον βασιλεα [43.20]
Jer,36,20,14366,חצרה,,εις την αυλην [43.20]
Jer,36,20,14367,ואת המגלה,,και το χαρτιον [43.20]
Jer,36,20,14368,הפקדו,,εδωκαν φυλασσειν [43.20]
Jer,36,20,14369,בלשכת,,εν οικω [43.20]
Jer,36,20,14370,אלישמע,,ελισαμα [43.20]
Jer,36,20,14371,הספר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.20]
Jer,36,20,14372,ויגידו,,και ανηγγειλαν [43.20]
Jer,36,20,14373,באזני המלך,,τω βασιλει [43.20]
Jer,36,20,14374,את כל,,παντας [43.20]
Jer,36,20,14375,הדברים,,τους λογους [43.20]
Jer,36,21,14376,וישלח,,και απεστειλεν [43.21]
Jer,36,21,14377,המלך,,ο βασιλευς [43.21]
Jer,36,21,14378,את יהודי,,τον ιουδιν [43.21]
Jer,36,21,14379,לקחת,,λαβειν [43.21]
Jer,36,21,14380,את המגלה,,το χαρτιον [43.21]
Jer,36,21,14381,ויקחה,,και ελαβεν αυτο [43.21]
Jer,36,21,14382,מלשכת,,εξ οικου [43.21]
Jer,36,21,14383,אלישמע,,ελισαμα [43.21]
Jer,36,21,14384,הספר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.21]
Jer,36,21,14385,ויקראה,,και ανεγνω [43.21]
Jer,36,21,14386,יהודי,,ιουδιν [43.21]
Jer,36,21,14387,באזני,,εις τα ωτα [43.21]
Jer,36,21,14388,המלך,,του βασιλεως [43.21]
Jer,36,21,14389,ובאזני,,και εις τα ωτα [43.21]
Jer,36,21,14390,כל,,παντων [43.21]
Jer,36,21,14391,השרים,,των αρχοντων [43.21]
Jer,36,21,14392,העמדים,,των εστηκοτων [43.21]
Jer,36,21,14393,מעל,,περι [43.21]
Jer,36,21,14394,המלך,,τον βασιλεα [43.21]
Jer,36,22,14395,והמלך,,και ο βασιλευς [43.22]
Jer,36,22,14396,יושב,,εκαθητο [43.22]
Jer,36,22,14397,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εν [43.22]
Jer,36,22,14398,בית,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] εν οικω [43.22]
Jer,36,22,14399,החרף,,χειμερινω [43.22]
Jer,36,22,14400,בחדש,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.22]
Jer,36,22,14401,התשיעי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.22]
Jer,36,22,14402,ואת האח,,και εσχαρα [43.22]
Jer,36,22,14403,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,πυρος [43.22]
Jer,36,22,14404,לפניו,,κατα προσωπον αυτου [43.22]
Jer,36,22,14405,מבערת,,{..πυροσ} [43.22]
Jer,36,23,14406,ויהי,,και εγενηθη [43.23]
Jer,36,23,14407,כקרוא,,αναγινωσκοντος [43.23]
Jer,36,23,14408,יהודי,,ιουδιν [43.23]
Jer,36,23,14409,שלש,,τρεις [43.23]
Jer,36,23,14410,דלתות,,σελιδας [43.23]
Jer,36,23,14411,וארבעה,,και τεσσαρας [43.23]
Jer,36,23,14412,יקרעה,,απετεμνεν αυτας [43.23]
Jer,36,23,14413,בתער,,τω ξυρω [43.23]
Jer,36,23,14414,הספר,,του γραμματεως [43.23]
Jer,36,23,14415,והשלך,,και ερριπτεν [43.23]
Jer,36,23,14416,אל,,εις [43.23]
Jer,36,23,14417,האש,,το πυρ [43.23]
Jer,36,23,14418,אשר,,το [43.23]
Jer,36,23,14419,אל,,επι [43.23]
Jer,36,23,14420,האח,,της εσχαρας [43.23]
Jer,36,23,14421,עד,,εως [43.23]
Jer,36,23,14422,תם,,εξελιπεν [43.23]
Jer,36,23,14423,כל,,πας [43.23]
Jer,36,23,14424,המגלה,,ο χαρτης [43.23]
Jer,36,23,14425,על,,εις [43.23]
Jer,36,23,14426,האש,,το πυρ [43.23]
Jer,36,23,14427,אשר,,το [43.23]
Jer,36,23,14428,על,,επι [43.23]
Jer,36,23,14429,האח,,της εσχαρας [43.23]
Jer,36,24,14430,ולא,,και ουκ [43.24]
Jer,36,24,14431,פחדו,,εζητησαν {cεζεστησαν} [43.24]
Jer,36,24,14432,ולא,,και ου [43.24]
Jer,36,24,14433,קרעו,,διερρηξαν [43.24]
Jer,36,24,14434,את בגדיהם,,τα ιματια αυτων [43.24]
Jer,36,24,14435,המלך,,ο βασιλευς [43.24]
Jer,36,24,14436,וכל,,και •^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.24]
Jer,36,24,14437,עבדיו,,οι παιδες αυτου [43.24]
Jer,36,24,14438,השמעים,,οι ακουοντες [43.24]
Jer,36,24,14439,את כל,,παντας [43.24]
Jer,36,24,14440,הדברים,,τους λογους [43.24]
Jer,36,24,14441,האלה,,τουτους [43.24]
Jer,36,25,14442,וגם,,και [43.25]
Jer,36,25,14443,אלנתן,,ελναθαν [43.25]
Jer,36,25,14444,ודליהו,,και γοδολιας [43.25]
Jer,36,25,14445,וגמריהו,,και γαμαριας [43.25]
Jer,36,25,14446,הפגעו,,υπεθεντο [43.25]
Jer,36,25,14447,במלך,,τω βασιλει [43.25]
Jer,36,25,14448,לבלתי,,προς το μη [43.25]
Jer,36,25,14449,שרף,,κατακαυσαι [43.25]
Jer,36,25,14450,את המגלה,,το χαρτιον [43.25]
Jer,36,25,14451,ולא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.25]
Jer,36,25,14452,שמע,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.25]
Jer,36,25,14453,אליהם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.25]
Jer,36,26,14454,ויצוה,,και ενετειλατο [43.26]
Jer,36,26,14455,המלך,,ο βασιλευς [43.26]
Jer,36,26,14456,את ירחמאל,,τω ιερεμεηλ [43.26]
Jer,36,26,14457,בן,,υιω [43.26]
Jer,36,26,14458,המלך,,του βασιλεως [43.26]
Jer,36,26,14459,ואת שריהו,,και τω σαραια [43.26]
Jer,36,26,14460,בן,,υιω [43.26]
Jer,36,26,14461,עזריאל,,εσριηλ [43.26]
Jer,36,26,14462,ואת שלמיהו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.26]
Jer,36,26,14463,בן,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.26]
Jer,36,26,14464,עבדאל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.26]
Jer,36,26,14465,לקחת,,συλλαβειν [43.26]
Jer,36,26,14466,את ברוך,,τον βαρουχ [43.26]
Jer,36,26,14467,הספר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.26]
Jer,36,26,14468,ואת ירמיהו,,και τον ιερεμιαν [43.26]
Jer,36,26,14469,הנביא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.26]
Jer,36,26,14470,ויסתרם,ויסתרו .mw •^[Change from active to passive form in verbs.],και κατεκρυβησαν [43.26]
Jer,36,26,14471,יהוה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.26]
Jer,36,27,14472,ויהי,,και εγενετο [43.27]
Jer,36,27,14473,דבר,,λογος [43.27]
Jer,36,27,14474,יהוה,,κυριου [43.27]
Jer,36,27,14475,אל,,προς [43.27]
Jer,36,27,14476,ירמיהו,,ιερεμιαν [43.27]
Jer,36,27,14477,אחרי,,μετα [43.27]
Jer,36,27,14478,שרף,,το κατακαυσαι [43.27]
Jer,36,27,14479,המלך,,τον βασιλεα [43.27]
Jer,36,27,14480,את המגלה,,το χαρτιον [43.27]
Jer,36,27,14481,ואת •^[Element 'added' in the Greek (plus in the LXX).],,παντας [43.27]
Jer,36,27,14482,הדברים,,τους λογους [43.27]
Jer,36,27,14483,אשר,,ους [43.27]
Jer,36,27,14484,כתב,,εγραψεν [43.27]
Jer,36,27,14485,ברוך,,βαρουχ [43.27]
Jer,36,27,14486,מפי,,απο στοματος [43.27]
Jer,36,27,14487,ירמיהו,,ιερεμιου [43.27]
Jer,36,27,14488,לאמר,,λεγων [43.27]
Jer,36,28,14489,שוב,,παλιν [43.28]
Jer,36,28,14490,קח,,λαβε [43.28]
Jer,36,28,14491,לך,,συ [43.28]
Jer,36,28,14492,מגלה,,χαρτιον [43.28]
Jer,36,28,14493,אחרת,,ετερον [43.28]
Jer,36,28,14494,וכתב,,και γραψον [43.28]
Jer,36,28,14495,עליה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.28]
Jer,36,28,14496,את כל,,παντας [43.28]
Jer,36,28,14497,הדברים,,τους λογους [43.28]
Jer,36,28,14498,הראשנים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.28]
Jer,36,28,14499,אשר היו,,τους οντας [43.28]
Jer,36,28,14500,על,,επι [43.28]
Jer,36,28,14501,המגלה,,του χαρτιου [43.28]
Jer,36,28,14502,הראשנה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.28]
Jer,36,28,14503,אשר,,ους [43.28]
Jer,36,28,14504,שרף,,κατεκαυσεν [43.28]
Jer,36,28,14505,יהויקים,מלך,ο βασιλευς [43.28]
Jer,36,28,14506,מלך,יהויקים,ιωακιμ [43.28]
Jer,36,28,14507,יהודה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.28]
Jer,36,29,14508,ועל,,και •^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.29]
Jer,36,29,14509,יהויקים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.29]
Jer,36,29,14510,מלך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.29]
Jer,36,29,14511,יהודה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.29]
Jer,36,29,14512,תאמר,,ερεις [43.29]
Jer,36,29,14513,כה,,ουτως [43.29]
Jer,36,29,14514,אמר,,ειπεν [43.29]
Jer,36,29,14515,יהוה,,κυριος [43.29]
Jer,36,29,14516,אתה,,συ [43.29]
Jer,36,29,14517,שרפת,,κατεκαυσας [43.29]
Jer,36,29,14518,את המגלה,,το χαρτιον [43.29]
Jer,36,29,14519,הזאת,,τουτο [43.29]
Jer,36,29,14520,לאמר,,λεγων [43.29]
Jer,36,29,14521,מדוע,,δια τι [43.29]
Jer,36,29,14522,כתבת,,εγραψας [43.29]
Jer,36,29,14523,עליה,,επ' αυτω [43.29]
Jer,36,29,14524,לאמר,,λεγων [43.29]
Jer,36,29,14525,בא {!}p,,εισπορευομενος [43.29]
Jer,36,29,14526,יבוא {!}p,,εισπορευσεται [43.29]
Jer,36,29,14527,מלך,,ο βασιλευς [43.29]
Jer,36,29,14528,בבל,,βαβυλωνος [43.29]
Jer,36,29,14529,והשחית,,και εξολεθρευσει [43.29]
Jer,36,29,14530,את הארץ,,την γην [43.29]
Jer,36,29,14531,הזאת,,ταυτην [43.29]
Jer,36,29,14532,והשבית,,και εκλειψει [43.29]
Jer,36,29,14533,ממנה,,απ' αυτης [43.29]
Jer,36,29,14534,אדם,,ανθρωπος [43.29]
Jer,36,29,14535,ובהמה,,και κτηνη [43.29]
Jer,36,30,14536,לכן,,δια τουτο [43.30]
Jer,36,30,14537,כה,,ουτως [43.30]
Jer,36,30,14538,אמר,,ειπεν [43.30]
Jer,36,30,14539,יהוה,,κυριος [43.30]
Jer,36,30,14540,על,,επι [43.30]
Jer,36,30,14541,יהויקים,,ιωακιμ [43.30]
Jer,36,30,14542,מלך,,βασιλεα [43.30]
Jer,36,30,14543,יהודה,,ιουδα [43.30]
Jer,36,30,14544,לא,,ουκ [43.30]
Jer,36,30,14545,יהיה,,εσται [43.30]
Jer,36,30,14546,לו,,αυτω [43.30]
Jer,36,30,14547,יושב,,καθημενος [43.30]
Jer,36,30,14548,על,,επι [43.30]
Jer,36,30,14549,כסא,,θρονου [43.30]
Jer,36,30,14550,דוד,,δαυιδ [43.30]
Jer,36,30,14551,ונבלתו,,και το θνησιμαιον αυτου [43.30]
Jer,36,30,14552,תהיה,,εσται [43.30]
Jer,36,30,14553,משלכת,,ερριμμενον [43.30]
Jer,36,30,14554,לחרב •^[Difference in preposition or particle.],,εν τω καυματι [43.30]
Jer,36,30,14555,ביום,,της ημερας [43.30]
Jer,36,30,14556,ולקרח •^[Difference in preposition or particle.],,και εν τω παγετω [43.30]
Jer,36,30,14557,בלילה,,της νυκτος [43.30]
Jer,36,31,14558,ופקדתי,,και επισκεψομαι [43.31]
Jer,36,31,14559,עליו,,επ' αυτον [43.31]
Jer,36,31,14560,ועל,,και επι [43.31]
Jer,36,31,14561,זרעו,,το γενος αυτου [43.31]
Jer,36,31,14562,ועל,,και επι [43.31]
Jer,36,31,14563,עבדיו,,τους παιδας αυτου [43.31]
Jer,36,31,14564,את עונם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.31]
Jer,36,31,14565,והבאתי,,και επαξω [43.31]
Jer,36,31,14566,עליהם,,επ' αυτους [43.31]
Jer,36,31,14567,ועל,,και επι [43.31]
Jer,36,31,14568,ישבי,,τους κατοικουντας [43.31]
Jer,36,31,14569,ירושלם,,ιερουσαλημ [43.31]
Jer,36,31,14570,ואל,,και επι [43.31]
Jer,36,31,14571,איש,"•^[Questionable notation, equivalent, etc.] •^[Questionable notation, equivalent, etc.]",γην [43.31]
Jer,36,31,14572,יהודה,,ιουδα [43.31]
Jer,36,31,14573,את כל,,παντα [43.31]
Jer,36,31,14574,הרעה,,τα κακα [43.31]
Jer,36,31,14575,אשר,,α [43.31]
Jer,36,31,14576,דברתי,,ελαλησα [43.31]
Jer,36,31,14577,אליהם,,προς αυτους [43.31]
Jer,36,31,14578,ולא,,και ουκ [43.31]
Jer,36,31,14579,שמעו,,ηκουσαν [43.31]
Jer,36,32,14580,וירמיהו,ויקח,και ελαβεν [43.32]
Jer,36,32,14581,לקח,ירמיהו •^[Introducing reconstructed proper noun.] ברוך,βαρουχ [43.32]
Jer,36,32,14582,מגלה,,χαρτιον [43.32]
Jer,36,32,14583,אחרת,,ετερον [43.32]
Jer,36,32,14584,ויתנה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [43.32]
Jer,36,32,14585,אל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [43.32]
Jer,36,32,14586,ברוך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [43.32]
Jer,36,32,14587,בן,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [43.32]
Jer,36,32,14588,נריהו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [43.32]
Jer,36,32,14589,הספר,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] •^[Long minus or plus (at least four lines).] [43.32]
Jer,36,32,14590,ויכתב,,και εγραψεν [43.32]
Jer,36,32,14591,עליה,,επ' αυτω [43.32]
Jer,36,32,14592,מפי,,απο στοματος [43.32]
Jer,36,32,14593,ירמיהו,,ιερεμιου [43.32]
Jer,36,32,14594,את כל,,απαντας [43.32]
Jer,36,32,14595,דברי,,τους λογους [43.32]
Jer,36,32,14596,הספר,,του βιβλιου [43.32]
Jer,36,32,14597,אשר,,ου [43.32]
Jer,36,32,14598,שרף,,κατεκαυσεν [43.32]
Jer,36,32,14599,יהויקים,,ιωακιμ [43.32]
Jer,36,32,14600,מלך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.32]
Jer,36,32,14601,יהודה,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.32]
Jer,36,32,14602,באש,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [43.32]
Jer,36,32,14603,ועוד,,και ετι [43.32]
Jer,36,32,14604,נוסף,,προσετεθησαν [43.32]
Jer,36,32,14605,עליהם,,αυτω [43.32]
Jer,36,32,14606,דברים,,λογοι [43.32]
Jer,36,32,14607,רבים,,πλειονες [43.32]
Jer,36,32,14608,כהמה,,ως ουτοι [43.32]
Jer,37,1,14609,וימלך,,και εβασιλευσεν [44.1]
Jer,37,1,14610,מלך,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.1]
Jer,37,1,14611,צדקיהו,,σεδεκιας [44.1]
Jer,37,1,14612,בן,,υιος [44.1]
Jer,37,1,14613,יאשיהו,,ιωσια [44.1]
Jer,37,1,14614,תחת,,αντι [44.1]
Jer,37,1,14615,כניהו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.1]
Jer,37,1,14616,בן,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.1]
Jer,37,1,14617,יהויקים,,ιωακιμ [44.1]
Jer,37,1,14618,אשר,,ον [44.1]
Jer,37,1,14619,המליך,,εβασιλευσεν [44.1]
Jer,37,1,14620,נבוכדראצר,,ναβουχοδονοσορ [44.1]
Jer,37,1,14621,מלך •^[Difference in vocalization (reading).],,βασιλευειν [44.1]
Jer,37,1,14622,בבל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.1]
Jer,37,1,14623,בארץ,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.1]
Jer,37,1,14624,יהודה,,του ιουδα [44.1]
Jer,37,2,14625,ולא,,και ουκ [44.2]
Jer,37,2,14626,שמע,,ηκουσεν [44.2]
Jer,37,2,14627,הוא,,αυτος [44.2]
Jer,37,2,14628,ועבדיו,,και οι παιδες αυτου [44.2]
Jer,37,2,14629,ועם,,και ο λαος [44.2]
Jer,37,2,14630,הארץ,,της γης [44.2]
Jer,37,2,14631,אל דברי,,τους λογους [44.2]
Jer,37,2,14632,יהוה,,κυριου [44.2]
Jer,37,2,14633,אשר,,ους [44.2]
Jer,37,2,14634,דבר,,ελαλησεν [44.2]
Jer,37,2,14635,ביד,,εν χειρι [44.2]
Jer,37,2,14636,ירמיהו,,ιερεμιου [44.2]
Jer,37,2,14637,הנביא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.2]
Jer,37,3,14638,וישלח,,και απεστειλεν [44.3]
Jer,37,3,14639,המלך,,ο βασιλευς [44.3]
Jer,37,3,14640,צדקיהו,,σεδεκιας [44.3]
Jer,37,3,14641,את יהוכל,,τον ιωαχαλ [44.3]
Jer,37,3,14642,בן,,υιον [44.3]
Jer,37,3,14643,שלמיה,,σελεμιου [44.3]
Jer,37,3,14644,ואת צפניהו,,και τον σοφονιαν [44.3]
Jer,37,3,14645,בן,,υιον [44.3]
Jer,37,3,14646,מעשיה,,μαασαιου [44.3]
Jer,37,3,14647,הכהן,,τον ιερεα [44.3]
Jer,37,3,14648,אל,,προς [44.3]
Jer,37,3,14649,ירמיהו,,ιερεμιαν [44.3]
Jer,37,3,14650,הנביא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.3]
Jer,37,3,14651,לאמר,,λεγων [44.3]
Jer,37,3,14652,התפלל,,προσευξαι [44.3]
Jer,37,3,14653,נא,,δη [44.3]
Jer,37,3,14654,בעדנו,,περι ημων [44.3]
Jer,37,3,14655,אל,,προς [44.3]
Jer,37,3,14656,יהוה,,κυριον [44.3]
Jer,37,3,14657,אלהינו,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.3]
Jer,37,4,14658,וירמיהו,,και ιερεμιας [44.4]
Jer,37,4,14659,בא,,ηλθεν [44.4]
Jer,37,4,14660,ויצא,,και διηλθεν [44.4]
Jer,37,4,14661,בתוך,,δια μεσου [44.4]
Jer,37,4,14662,העם,,της πολεως [44.4]
Jer,37,4,14663,ולא,,και ουκ [44.4]
Jer,37,4,14664,נתנו,,εδωκαν [44.4]
Jer,37,4,14665,אתו,,αυτον [44.4]
Jer,37,4,14666,"•^[Equivalent reflected elsewhere in the text, disregarded by indexing program.]",,εις [44.4]
Jer,37,4,14667,בית,,•^[Preposition added in the LXX in accordance with the rules of the Greek language or translational habits.] εις οικον [44.4]
Jer,37,4,14668,*הכליא **הכלוא,,της φυλακης [44.4]
Jer,37,5,14669,וחיל,,και δυναμις [44.5]
Jer,37,5,14670,פרעה,,φαραω [44.5]
Jer,37,5,14671,יצא,,εξηλθεν [44.5]
Jer,37,5,14672,ממצרים,,εξ αιγυπτου [44.5]
Jer,37,5,14673,וישמעו,,και ηκουσαν [44.5]
Jer,37,5,14674,הכשדים,,οι χαλδαιοι [44.5]
Jer,37,5,14675,הצרים,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.5]
Jer,37,5,14676,על,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.5]
Jer,37,5,14677,ירושלם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.5]
Jer,37,5,14678,את שמעם,,την ακοην αυτων [44.5]
Jer,37,5,14679,ויעלו,,και ανεβησαν [44.5]
Jer,37,5,14680,מעל,,απο [44.5]
Jer,37,5,14681,ירושלם,,ιερουσαλημ [44.5]
Jer,37,6,14682,ויהי,,και εγενετο [44.6]
Jer,37,6,14683,דבר,,λογος [44.6]
Jer,37,6,14684,יהוה,,κυριου [44.6]
Jer,37,6,14685,אל,,προς [44.6]
Jer,37,6,14686,ירמיהו,,ιερεμιαν [44.6]
Jer,37,6,14687,הנביא,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.6]
Jer,37,6,14688,לאמר,,λεγων [44.6]
Jer,37,7,14689,כה,,ουτως [44.7]
Jer,37,7,14690,אמר,,ειπεν [44.7]
Jer,37,7,14691,יהוה,,κυριος [44.7]
Jer,37,7,14692,אלהי,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.7]
Jer,37,7,14693,ישראל,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.7]
Jer,37,7,14694,כה,,ουτως [44.7]
Jer,37,7,14695,תאמרו,,ερεις [44.7]
Jer,37,7,14696,אל,,προς [44.7]
Jer,37,7,14697,מלך,,βασιλεα [44.7]
Jer,37,7,14698,יהודה,,ιουδα [44.7]
Jer,37,7,14699,השלח,,τον αποστειλαντα [44.7]
Jer,37,7,14700,אתכם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.7]
Jer,37,7,14701,אלי,,προς σε [44.7]
Jer,37,7,14702,לדרשני,,του εκζητησαι με [44.7]
Jer,37,7,14703,הנה,,ιδου [44.7]
Jer,37,7,14704,חיל,,δυναμις [44.7]
Jer,37,7,14705,פרעה,,φαραω [44.7]
Jer,37,7,14706,היצא,,η εξελθουσα [44.7]
Jer,37,7,14707,לכם,,υμιν [44.7]
Jer,37,7,14708,לעזרה,,εις βοηθειαν [44.7]
Jer,37,7,14709,שב,,αποστρεψουσιν [44.7]
Jer,37,7,14710,לארצו,,εις γην [44.7]
Jer,37,7,14711,מצרים,,αιγυπτου [44.7]
Jer,37,8,14712,ושבו,,και αναστρεψουσιν [44.8]
Jer,37,8,14713,•^[Element 'added' in the Greek (plus in the LXX).],,αυτοι [44.8]
Jer,37,8,14714,הכשדים,,οι χαλδαιοι [44.8]
Jer,37,8,14715,ונלחמו,,και πολεμησουσιν [44.8]
Jer,37,8,14716,על,,επι [44.8]
Jer,37,8,14717,העיר,,την πολιν [44.8]
Jer,37,8,14718,הזאת,,ταυτην [44.8]
Jer,37,8,14719,ולכדה,,και συλλημψονται αυτην [44.8]
Jer,37,8,14720,ושרפה,,και καυσουσιν αυτην [44.8]
Jer,37,8,14721,באש,,εν πυρι [44.8]
Jer,37,9,14722,•^[Element 'added' in the Greek (plus in the LXX).],,οτι [44.9]
Jer,37,9,14723,כה,,ουτως [44.9]
Jer,37,9,14724,אמר,,ειπεν [44.9]
Jer,37,9,14725,יהוה,,κυριος [44.9]
Jer,37,9,14726,אל,,μη [44.9]
Jer,37,9,14727,תשאו,"•^[Questionable notation, equivalent, etc.] @נשא =vs",υπολαβητε [44.9]
Jer,37,9,14728,נפשתיכם,,ταις ψυχαις υμων [44.9]
Jer,37,9,14729,לאמר,,λεγοντες [44.9]
Jer,37,9,14730,הלך {!}pd,,αποτρεχοντες [44.9]
Jer,37,9,14731,ילכו {!}pd,,απελευσονται [44.9]
Jer,37,9,14732,מעלינו,,αφ' ημων [44.9]
Jer,37,9,14733,הכשדים,,οι χαλδαιοι [44.9]
Jer,37,9,14734,כי,,οτι [44.9]
Jer,37,9,14735,לא,,ου μη [44.9]
Jer,37,9,14736,ילכו,,απελθωσιν [44.9]
Jer,37,10,14737,כי אם,,και εαν [44.10]
Jer,37,10,14738,הכיתם,,παταξητε [44.10]
Jer,37,10,14739,כל,,πασαν [44.10]
Jer,37,10,14740,חיל,,δυναμιν [44.10]
Jer,37,10,14741,כשדים,,των χαλδαιων [44.10]
Jer,37,10,14742,הנלחמים,,τους πολεμουντας [44.10]
Jer,37,10,14743,אתכם,,υμας [44.10]
Jer,37,10,14744,ונשארו,,και καταλειφθωσιν [44.10]
Jer,37,10,14745,בם,,•^[Hebrew counterpart lacking in the LXX (minus in the LXX).] [44.10]
Jer,37,10,14746,אנשים,,τινες [44.10]
Jer,37,10,14747,מדקרים,,εκκεκεντημενοι [44.10]
Jer,37,10,14748,איש,,εκαστος [44.10]
Jer,37,10,14749,באהלו,,εν τω τοπω αυτου [44.10]
Jer,37,10,14750,•^[Element 'added' in the Greek (plus in the LXX).],,ουτοι [44.10]
Jer,37,10,14751,יקומו,,αναστησονται [44.10]
Jer,37,10,14752,ושרפו,,και καυσουσιν [44.10]
Jer,37,10,14753,את העיר,,την πολιν [44.10]
Jer,37,10,14754,הזאת,,ταυτην [44.10]
Jer,37,10,14755,באש,,εν πυρι [44.10]
Jer,37,11,14756,והיה,,και εγενετο [44.11]
